fetch_time,reported_time,機組類型,機組名稱,裝置容量(MW),淨發電量(MW),淨發電量/裝置容量比(%),備註
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,觀園,30.0,0.0,0.000%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,台中港,35.0,6.3,18.000%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,王功,23.0,0.0,0.000%,計劃停機
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,彰工,86.2,11.3,13.109%,部分檢修
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,雲麥,46.0,9.6,20.870%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,四湖,28.0,8.0,28.571%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,其它台電自有,84.7,18.6,21.949%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,苗栗大鵬,42.0,0.0,0.000%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,鹿威彰濱,55.2,6.7,12.138%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,觀威觀音&桃威新屋,48.3,0.0,0.000%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,中威大安,75.9,0.9,1.186%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,創維風,49.2,34.3,69.715%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,新源崙背,25.2,7.2,28.571%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,彰品風(註10),-,0.0,-, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,其它購電風力,178.4,6.3,3.531%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,離岸一期,109.2,71.1,65.110%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,離岸二期(註10),-,0.9,-, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,海洋竹南,128.0,0.0,0.000%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,海能風,376.0,0.0,0.000%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,沃一風,605.2,428.4,70.789%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,沃二風,294.8,137.2,46.545%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,沃四風(註10),-,212.2,-, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,沃南風(註10),-,0.0,-, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,芳一風,96.0,71.4,74.375%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,芳二風,499.2,320.3,64.163%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,允湖,320.0,301.3,94.156%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,允西,320.0,251.4,78.562%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,中能風,294.5,151.8,51.545%, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,龍A風(註10),-,24.7,-, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,龍B風(註10),-,0.0,-, 
2026-08-24T16:50:29,2026-08-25T00:40:00,風力,小計(註5),3850.0(6.342%),2079.9(7.455%),,
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,觀園,30.0,0.0,0.000%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,台中港,35.0,6.5,18.571%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,王功,23.0,0.0,0.000%,計劃停機
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,彰工,86.2,9.0,10.441%,部分檢修
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,雲麥,46.0,4.7,10.217%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,四湖,28.0,3.5,12.500%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,其它台電自有,84.7,18.2,21.477%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,苗栗大鵬,42.0,0.0,0.000%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,鹿威彰濱,55.2,6.7,12.138%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,觀威觀音&桃威新屋,48.3,0.0,0.000%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,中威大安,75.9,4.4,5.797%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,創維風,49.2,29.1,59.146%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,新源崙背,25.2,8.6,34.127%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,彰品風(註10),-,0.0,-, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,其它購電風力,178.4,6.2,3.475%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,離岸一期,109.2,37.5,34.341%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,離岸二期(註10),-,0.9,-, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,海洋竹南,128.0,0.0,0.000%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,海能風,376.0,0.0,0.000%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,沃一風,605.2,258.4,42.698%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,沃二風,294.8,87.9,29.820%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,沃四風(註10),-,193.5,-, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,沃南風(註10),-,0.0,-, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,芳一風,96.0,82.6,86.042%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,芳二風,499.2,401.0,80.329%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,允湖,320.0,283.9,88.719%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,允西,320.0,226.2,70.687%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,中能風,294.5,152.8,51.885%, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,龍A風(註10),-,21.4,-, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,龍B風(註10),-,0.0,-, 
2026-08-24T17:21:31,2026-08-25T01:10:00,風力,小計(註5),3850.0(6.342%),1843.0(6.652%),,
