fetch_time,reported_time,機組類型,機組名稱,裝置容量(MW),淨發電量(MW),淨發電量/裝置容量比(%),備註
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,觀園,30.0,1.8,6.000%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,台中港,35.0,0.0,0.000%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,王功,23.0,0.0,0.000%,計劃停機
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,彰工,86.2,0.0,0.000%,部分檢修
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,雲麥,46.0,5.3,11.522%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,四湖,28.0,3.9,13.929%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,其它台電自有,84.7,23.2,27.378%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,苗栗大鵬,42.0,0.0,0.000%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,鹿威彰濱,55.2,0.0,0.000%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,觀威觀音&桃威新屋,48.3,0.0,0.000%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,中威大安,75.9,0.0,0.000%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,創維風,49.2,26.9,54.675%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,新源崙背,25.2,9.4,37.302%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,彰品風(註10),-,0.0,-, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,其它購電風力,178.4,0.3,0.183%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,離岸一期,109.2,11.5,10.531%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,離岸二期(註10),-,0.7,-, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,海洋竹南,128.0,0.0,0.000%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,海能風,376.0,0.0,0.000%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,沃一風,605.2,93.5,15.450%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,沃二風,294.8,87.1,29.549%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,沃四風(註10),-,78.6,-, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,沃南風(註10),-,0.0,-, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,芳一風,96.0,16.8,17.500%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,芳二風,499.2,102.2,20.473%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,允湖,320.0,298.5,93.281%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,允西,320.0,284.5,88.906%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,中能風,294.5,169.6,57.589%, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,龍A風(註10),-,145.3,-, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,龍B風(註10),-,0.0,-, 
2026-09-02T16:30:39,2026-09-03T00:20:00,風力,小計(註5),3850.0(6.342%),1359.1(4.477%),,
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,觀園,30.0,0.3,1.000%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,台中港,35.0,0.0,0.000%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,王功,23.0,0.0,0.000%,計劃停機
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,彰工,86.2,0.0,0.000%,部分檢修
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,雲麥,46.0,5.3,11.522%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,四湖,28.0,4.2,15.000%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,其它台電自有,84.7,25.2,29.738%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,苗栗大鵬,42.0,0.0,0.000%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,鹿威彰濱,55.2,0.0,0.000%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,觀威觀音&桃威新屋,48.3,0.0,0.000%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,中威大安,75.9,0.0,0.000%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,創維風,49.2,22.3,45.325%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,新源崙背,25.2,5.2,20.635%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,彰品風(註10),-,0.0,-, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,其它購電風力,178.4,0.4,0.224%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,離岸一期,109.2,19.9,18.223%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,離岸二期(註10),-,0.9,-, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,海洋竹南,128.0,0.0,0.000%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,海能風,376.0,0.0,0.000%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,沃一風,605.2,187.6,30.999%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,沃二風,294.8,132.7,45.018%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,沃四風(註10),-,156.0,-, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,沃南風(註10),-,0.0,-, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,芳一風,96.0,34.7,36.146%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,芳二風,499.2,195.2,39.103%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,允湖,320.0,299.6,93.625%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,允西,320.0,284.8,89.000%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,中能風,294.5,163.4,55.484%, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,龍A風(註10),-,163.6,-, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,龍B風(註10),-,0.0,-, 
2026-09-02T17:00:44,2026-09-03T00:50:00,風力,小計(註5),3850.0(6.342%),1701.3(5.698%),,
2026-09-02T17:30:39,2026-09-03T01:20:00,風力,觀園,30.0,0.5,1.667%, 
2026-09-02T17:30:39,2026-09-03T01:20:00,風力,台中港,35.0,0.0,0.000%, 
2026-09-02T17:30:39,2026-09-03T01:20:00,風力,王功,23.0,0.0,0.000%,計劃停機
2026-09-02T17:30:39,2026-09-03T01:20:00,風力,彰工,86.2,0.0,0.000%,部分檢修
2026-09-02T17:30:39,2026-09-03T01:20:00,風力,雲麥,46.0,6.5,14.130%, 
2026-09-02T17:30:39,2026-09-03T01:20:00,風力,四湖,28.0,4.1,14.643%, 
2026-09-02T17:30:39,2026-09-03T01:20:00,風力,其它台電自有,84.7,22.9,27.024%, 
2026-09-02T17:30:39,2026-09-03T01:20:00,風力,苗栗大鵬,42.0,0.0,0.000%, 
2026-09-02T17:30:39,2026-09-03T01:20:00,風力,鹿威彰濱,55.2,0.0,0.000%, 
2026-09-02T17:30:39,2026-09-03T01:20:00,風力,觀威觀音&桃威新屋,48.3,0.0,0.000%, 
